ele,time,extensions/speed,extensions/course,extensions/hAcc,extensions/vAcc,_lon,_lat
40.529016,2024-07-29T22:23:08Z,3.126163,313.480409,1.626202,0.824225,-73.636309,45.561992
40.443882,2024-07-29T22:23:09Z,3.245329,312.779461,1.626476,0.824022,-73.636339,45.562012
40.352632,2024-07-29T22:23:10Z,3.334939,306.267529,1.619580,0.823845,-73.636371,45.562030
40.300395,2024-07-29T22:23:11Z,3.452173,304.078490,1.617974,0.823716,-73.636407,45.562048
40.240711,2024-07-29T22:23:12Z,3.451581,303.102014,1.621987,0.823637,-73.636444,45.562065
40.206977,2024-07-29T22:23:13Z,3.431047,302.711314,1.625284,0.823608,-73.636481,45.562082
40.168078,2024-07-29T22:23:14Z,3.404594,302.081312,1.628455,0.823644,-73.636517,45.562098
40.117366,2024-07-29T22:23:15Z,3.435989,301.217526,1.629149,0.823732,-73.636554,45.562114
40.069064,2024-07-29T22:23:16Z,3.333136,298.608089,1.626780,0.823910,-73.636592,45.562130
40.043818,2024-07-29T22:23:17Z,3.301279,297.230428,1.625422,0.824129,-73.636629,45.562144
39.990162,2024-07-29T22:23:18Z,3.288225,300.312314,1.623690,0.824389,-73.636666,45.562158
40.004197,2024-07-29T22:23:19Z,3.424072,303.800355,1.622465,0.824674,-73.636702,45.562174
39.988580,2024-07-29T22:23:20Z,3.453276,305.733511,1.620586,0.825001,-73.636738,45.562192
39.998560,2024-07-29T22:23:21Z,3.475352,306.982110,1.619852,0.825348,-73.636774,45.562210
40.024255,2024-07-29T22:23:22Z,3.286484,310.339633,1.615261,0.825697,-73.636808,45.562229
40.030427,2024-07-29T22:23:23Z,3.205033,318.595089,1.608659,0.826040,-73.636838,45.562250
40.060701,2024-07-29T22:23:24Z,3.140959,328.353241,1.603936,0.826385,-73.636862,45.562272
40.057919,2024-07-29T22:23:25Z,3.297623,336.000451,1.601446,0.826712,-73.636881,45.562298
40.076542,2024-07-29T22:23:26Z,3.251563,338.352756,1.599066,0.827009,-73.636898,45.562325
40.100184,2024-07-29T22:23:27Z,3.220774,341.468660,1.593927,0.827267,-73.636912,45.562352
40.132774,2024-07-29T22:23:28Z,3.192918,347.607382,1.591736,0.827473,-73.636923,45.562380
40.191296,2024-07-29T22:23:29Z,3.218786,344.767859,1.592420,0.827646,-73.636933,45.562408
40.217567,2024-07-29T22:23:30Z,3.268726,339.540274,1.595429,0.827756,-73.636946,45.562436
40.273118,2024-07-29T22:23:31Z,3.328691,333.370923,1.599637,0.827824,-73.636963,45.562463
40.308601,2024-07-29T22:23:32Z,3.391029,324.834812,1.597563,0.827839,-73.636985,45.562489
40.332920,2024-07-29T22:23:33Z,3.385360,317.814450,1.598231,0.827814,-73.637012,45.562512
40.344485,2024-07-29T22:23:34Z,3.332642,311.867928,1.603172,0.827764,-73.637042,45.562533
40.343102,2024-07-29T22:23:35Z,3.335054,308.522167,1.609462,0.827701,-73.637075,45.562553
40.360613,2024-07-29T22:23:36Z,3.441478,304.157567,1.612189,0.827613,-73.637110,45.562571
40.345636,2024-07-29T22:23:37Z,3.492822,301.969286,1.612832,0.827501,-73.637147,45.562588
40.329704,2024-07-29T22:23:38Z,3.607642,302.172753,1.613834,0.827371,-73.637186,45.562605
40.313221,2024-07-29T22:23:39Z,3.476686,303.759575,1.618530,0.827236,-73.637224,45.562622
40.279840,2024-07-29T22:23:40Z,3.471728,306.896743,1.621717,0.827100,-73.637260,45.562640
40.220456,2024-07-29T22:23:41Z,3.370689,306.538042,1.620090,0.826954,-73.637295,45.562659
40.133609,2024-07-29T22:23:42Z,3.365698,301.620573,1.618168,0.826831,-73.637330,45.562676
40.040992,2024-07-29T22:23:43Z,3.369660,299.723900,1.619480,0.826717,-73.637367,45.562691
39.946758,2024-07-29T22:23:44Z,3.347434,298.853354,1.620996,0.826602,-73.637404,45.562706
39.866920,2024-07-29T22:23:45Z,3.346899,298.859814,1.625425,0.826505,-73.637441,45.562720
39.799980,2024-07-29T22:23:46Z,3.325791,301.509450,1.626839,0.826425,-73.637477,45.562735
39.764090,2024-07-29T22:23:47Z,3.065047,303.755867,1.626324,0.826343,-73.637511,45.562751
39.700261,2024-07-29T22:23:48Z,2.764176,304.249757,1.627327,0.826258,-73.637541,45.562765
39.653852,2024-07-29T22:23:49Z,2.524845,302.270163,1.628730,0.826181,-73.637569,45.562778
39.624465,2024-07-29T22:23:50Z,2.111738,301.820803,1.626853,0.826114,-73.637594,45.562789
39.579106,2024-07-29T22:23:51Z,1.224739,295.215719,1.620800,0.826050,-73.637612,45.562797
39.569973,2024-07-29T22:23:52Z,0.394182,140.582582,1.617161,0.825982,-73.637617,45.562798
39.588852,2024-07-29T22:23:53Z,2.169974,124.265895,1.633611,0.825918,-73.637604,45.562791
39.609882,2024-07-29T22:23:54Z,4.028960,123.215108,1.624962,0.825855,-73.637571,45.562776
39.674228,2024-07-29T22:23:55Z,4.940554,122.635944,1.620350,0.825776,-73.637522,45.562754
39.725464,2024-07-29T22:23:56Z,4.908885,122.726140,1.623158,0.825682,-73.637469,45.562730
39.782731,2024-07-29T22:23:57Z,4.832931,121.679355,1.623250,0.825575,-73.637416,45.562707
39.870790,2024-07-29T22:23:58Z,4.627498,121.365112,1.623719,0.825463,-73.637365,45.562684
39.942353,2024-07-29T22:23:59Z,4.429645,119.820592,1.625469,0.825369,-73.637315,45.562664
40.054990,2024-07-29T22:24:00Z,4.481524,118.081341,1.626743,0.825294,-73.637265,45.562644
40.158160,2024-07-29T22:24:01Z,4.456698,121.428466,1.628649,0.825246,-73.637215,45.562624
40.263784,2024-07-29T22:24:02Z,4.442665,122.453381,1.629372,0.825229,-73.637167,45.562603
40.379604,2024-07-29T22:24:03Z,4.249171,123.773516,1.630921,0.825252,-73.637121,45.562581
40.481969,2024-07-29T22:24:04Z,4.136394,124.533437,1.630332,0.825309,-73.637076,45.562560
40.601837,2024-07-29T22:24:05Z,4.129699,122.461625,1.627688,0.825386,-73.637032,45.562540
40.690895,2024-07-29T22:24:06Z,4.073983,123.552050,1.626232,0.825485,-73.636988,45.562519
40.760199,2024-07-29T22:24:07Z,4.057835,127.313338,1.624827,0.825602,-73.636946,45.562498
40.837849,2024-07-29T22:24:08Z,3.874854,136.328619,1.623164,0.825738,-73.636908,45.562475
40.897531,2024-07-29T22:24:09Z,3.890735,144.362338,1.620160,0.825873,-73.636876,45.562448
40.933673,2024-07-29T22:24:10Z,3.830020,150.928180,1.616416,0.825988,-73.636850,45.562419
40.962741,2024-07-29T22:24:11Z,3.968143,157.058326,1.613702,0.826073,-73.636828,45.562387
40.966041,2024-07-29T22:24:12Z,4.062390,164.919930,1.614679,0.826114,-73.636811,45.562353
40.964406,2024-07-29T22:24:13Z,4.054083,169.687291,1.615078,0.826093,-73.636800,45.562318
40.939828,2024-07-29T22:24:14Z,3.886862,166.862007,1.614837,0.826012,-73.636790,45.562283
40.902485,2024-07-29T22:24:15Z,3.758223,156.080779,1.614612,0.825899,-73.636775,45.562250
40.851558,2024-07-29T22:24:16Z,3.872492,143.120398,1.617068,0.825721,-73.636750,45.562221
40.789715,2024-07-29T22:24:17Z,3.891115,132.959914,1.620454,0.825486,-73.636717,45.562195
40.717394,2024-07-29T22:24:18Z,3.890243,126.730365,1.625241,0.825208,-73.636679,45.562173
40.643187,2024-07-29T22:24:19Z,3.768146,124.780898,1.629573,0.824915,-73.636640,45.562153
40.560873,2024-07-29T22:24:20Z,3.733872,124.998129,1.635157,0.824621,-73.636600,45.562134
40.472361,2024-07-29T22:24:21Z,3.698903,125.146137,1.642256,0.824340,-73.636561,45.562115
40.389631,2024-07-29T22:24:22Z,3.465360,125.930879,1.650167,0.824094,-73.636524,45.562096
40.309243,2024-07-29T22:24:23Z,2.950048,122.304537,1.659542,0.823895,-73.636490,45.562080
40.236764,2024-07-29T22:24:24Z,2.100050,120.675219,1.669982,0.823758,-73.636463,45.562068
40.168936,2024-07-29T22:24:25Z,1.153100,123.013984,1.677356,0.823688,-73.636445,45.562060
40.108737,2024-07-29T22:24:26Z,0.523912,119.163465,1.677794,0.823681,-73.636436,45.562056
40.057881,2024-07-29T22:24:27Z,0.433441,112.976350,1.671956,0.823735,-73.636430,45.562055
40.015191,2024-07-29T22:24:28Z,0.687133,112.938832,1.685472,0.823846,-73.636424,45.562053
39.982597,2024-07-29T22:24:29Z,0.980087,115.507953,1.690432,0.823998,-73.636414,45.562050
39.948690,2024-07-29T22:24:30Z,1.199824,115.104187,1.689194,0.824176,-73.636402,45.562046
39.907794,2024-07-29T22:24:31Z,1.390249,115.328562,1.686456,0.824372,-73.636387,45.562041
39.882007,2024-07-29T22:24:32Z,1.451200,116.640393,1.681504,0.824563,-73.636371,45.562035
39.862373,2024-07-29T22:24:33Z,1.396567,116.674020,1.675320,0.824751,-73.636354,45.562029
39.850431,2024-07-29T22:24:34Z,1.402786,115.242901,1.670451,0.824921,-73.636338,45.562024
39.838121,2024-07-29T22:24:35Z,1.391205,113.880763,1.665292,0.825061,-73.636322,45.562019
39.815837,2024-07-29T22:24:36Z,1.335892,114.785882,1.656823,0.825166,-73.636306,45.562014
39.787826,2024-07-29T22:24:37Z,1.353737,117.781189,1.647253,0.825239,-73.636291,45.562008
39.763572,2024-07-29T22:24:38Z,1.364645,121.066160,1.633092,0.825281,-73.636276,45.562002
39.745726,2024-07-29T22:24:39Z,1.365943,122.769068,1.621992,0.825303,-73.636261,45.561996
39.730881,2024-07-29T22:24:40Z,1.313157,124.894981,1.635102,0.825305,-73.636247,45.561989
39.718113,2024-07-29T22:24:41Z,1.343094,125.492230,1.673040,0.825291,-73.636233,45.561982
39.710311,2024-07-29T22:24:42Z,1.231081,125.674885,1.637856,0.825264,-73.636220,45.561976
39.711115,2024-07-29T22:24:43Z,1.157407,127.153922,1.623825,0.825230,-73.636208,45.561969
39.721033,2024-07-29T22:24:44Z,1.104857,127.639596,1.625630,0.825201,-73.636196,45.561963
39.738022,2024-07-29T22:24:45Z,1.102189,128.516688,1.620545,0.825172,-73.636185,45.561957
39.750157,2024-07-29T22:24:46Z,1.144601,129.831105,1.597751,0.825144,-73.636174,45.561951
39.772276,2024-07-29T22:24:47Z,1.224470,129.313838,1.554557,0.825120,-73.636163,45.561944
39.794319,2024-07-29T22:24:48Z,1.317812,126.840918,1.520353,0.825101,-73.636150,45.561937
39.824207,2024-07-29T22:24:49Z,1.436949,122.418267,1.531588,0.825088,-73.636136,45.561930
39.857213,2024-07-29T22:24:50Z,1.448201,119.498342,1.516056,0.825072,-73.636120,45.561923
39.889392,2024-07-29T22:24:51Z,1.452708,117.164056,1.504177,0.825052,-73.636103,45.561917
39.926278,2024-07-29T22:24:52Z,1.414642,117.554586,1.499492,0.825026,-73.636087,45.561911
39.963915,2024-07-29T22:24:53Z,1.383065,118.657479,1.517119,0.824996,-73.636071,45.561905
40.006860,2024-07-29T22:24:54Z,1.149529,121.510465,1.534311,0.824960,-73.636057,45.561899
40.047655,2024-07-29T22:24:55Z,1.110280,123.788387,1.515988,0.824925,-73.636045,45.561894
40.092988,2024-07-29T22:24:56Z,1.182678,123.478440,1.551366,0.824891,-73.636033,45.561888
40.135091,2024-07-29T22:24:57Z,1.252665,121.894780,1.607510,0.824862,-73.636020,45.561882
40.177144,2024-07-29T22:24:58Z,1.277678,121.326848,1.652062,0.824836,-73.636006,45.561876
40.221107,2024-07-29T22:24:59Z,1.305660,120.804237,1.677935,0.824827,-73.635992,45.561870
40.258219,2024-07-29T22:25:00Z,1.332519,120.986169,1.687881,0.824828,-73.635977,45.561864
40.303064,2024-07-29T22:25:01Z,1.366881,121.025164,1.686531,0.824838,-73.635962,45.561857
40.347632,2024-07-29T22:25:02Z,1.399261,121.008371,1.676234,0.824875,-73.635947,45.561851
40.383707,2024-07-29T22:25:03Z,1.393780,120.777039,1.658971,0.824928,-73.635932,45.561845
40.395517,2024-07-29T22:25:04Z,1.405664,120.181527,1.636326,0.825012,-73.635916,45.561838
40.403303,2024-07-29T22:25:05Z,1.381030,119.845133,1.639746,0.825107,-73.635901,45.561832
40.413614,2024-07-29T22:25:06Z,1.299671,118.738038,1.669672,0.825198,-73.635886,45.561826
40.420819,2024-07-29T22:25:07Z,1.398719,122.016545,1.623707,0.825296,-73.635871,45.561819
40.431248,2024-07-29T22:25:08Z,1.459370,123.080499,1.610449,0.825386,-73.635855,45.561812
40.425436,2024-07-29T22:25:09Z,1.367906,122.897953,1.637755,0.825485,-73.635840,45.561805
40.415968,2024-07-29T22:25:10Z,1.485332,124.895518,1.613014,0.825555,-73.635825,45.561798
40.421698,2024-07-29T22:25:11Z,1.551596,125.988010,1.606127,0.825600,-73.635809,45.561790
40.417435,2024-07-29T22:25:12Z,1.510978,126.103000,1.615149,0.825613,-73.635793,45.561782
40.425020,2024-07-29T22:25:13Z,1.573499,122.150233,1.593194,0.825595,-73.635776,45.561774
40.445598,2024-07-29T22:25:14Z,1.558831,120.345976,1.597729,0.825571,-73.635759,45.561767
40.457443,2024-07-29T22:25:15Z,1.392058,119.062599,1.631289,0.825508,-73.635742,45.561760
40.476307,2024-07-29T22:25:16Z,1.595739,122.918001,1.587833,0.825445,-73.635725,45.561753
40.521070,2024-07-29T22:25:17Z,1.555983,122.661860,1.579170,0.825359,-73.635708,45.561745
40.563086,2024-07-29T22:25:18Z,1.737007,125.865809,1.567232,0.825245,-73.635690,45.561736
40.619184,2024-07-29T22:25:19Z,1.571756,125.495170,1.577989,0.825109,-73.635672,45.561727
40.675263,2024-07-29T22:25:20Z,1.788051,123.886210,1.524751,0.824964,-73.635653,45.561718
40.749665,2024-07-29T22:25:21Z,1.988497,121.591814,1.495471,0.824809,-73.635632,45.561708
40.836062,2024-07-29T22:25:22Z,2.038184,121.992005,1.514299,0.824628,-73.635609,45.561697
40.925310,2024-07-29T22:25:23Z,2.157886,118.930837,1.497077,0.824433,-73.635585,45.561687
41.018526,2024-07-29T22:25:24Z,2.224444,119.799195,1.477847,0.824230,-73.635560,45.561676
41.098729,2024-07-29T22:25:25Z,2.221790,119.744217,1.467245,0.824016,-73.635535,45.561666
41.174502,2024-07-29T22:25:26Z,2.307536,124.178494,1.462396,0.823786,-73.635510,45.561655
41.261074,2024-07-29T22:25:27Z,2.428804,124.303480,1.461477,0.823543,-73.635485,45.561643
41.354303,2024-07-29T22:25:28Z,2.470722,125.047101,1.474823,0.823271,-73.635459,45.561630
41.454031,2024-07-29T22:25:29Z,2.475833,125.060131,1.499294,0.822981,-73.635433,45.561617
41.520983,2024-07-29T22:25:30Z,2.777160,127.944301,1.519230,0.822680,-73.635406,45.561603
41.590921,2024-07-29T22:25:31Z,4.182534,127.116056,1.517195,0.822380,-73.635371,45.561584
41.636432,2024-07-29T22:25:32Z,4.914321,127.804960,1.540656,0.822096,-73.635324,45.561559
41.686341,2024-07-29T22:25:33Z,4.796913,127.996362,1.575848,0.821836,-73.635275,45.561532
41.732508,2024-07-29T22:25:34Z,4.456997,126.446909,1.604442,0.821615,-73.635228,45.561507
41.764343,2024-07-29T22:25:35Z,4.172832,124.126728,1.623786,0.821437,-73.635183,45.561485
41.802728,2024-07-29T22:25:36Z,3.939707,124.810174,1.631588,0.821287,-73.635140,45.561464
41.833490,2024-07-29T22:25:37Z,3.757117,129.645682,1.633688,0.821161,-73.635101,45.561443
41.853145,2024-07-29T22:25:38Z,3.623827,132.440470,1.634911,0.821075,-73.635065,45.561421
41.879420,2024-07-29T22:25:39Z,3.676863,132.781369,1.634910,0.821005,-73.635030,45.561399
41.894934,2024-07-29T22:25:40Z,3.747660,130.652706,1.633748,0.820929,-73.634995,45.561377
41.921406,2024-07-29T22:25:41Z,3.818825,128.276842,1.633904,0.820866,-73.634958,45.561355
41.941871,2024-07-29T22:25:42Z,3.827085,124.977182,1.633718,0.820805,-73.634918,45.561335
41.962642,2024-07-29T22:25:43Z,3.947324,124.497650,1.632616,0.820772,-73.634877,45.561315
41.989158,2024-07-29T22:25:44Z,4.004995,123.600741,1.632158,0.820751,-73.634835,45.561295
42.028008,2024-07-29T22:25:45Z,3.942588,124.288477,1.633852,0.820736,-73.634793,45.561275
42.043031,2024-07-29T22:25:46Z,3.758310,124.646269,1.634639,0.820715,-73.634752,45.561256
42.066991,2024-07-29T22:25:47Z,3.654695,123.089981,1.635153,0.820707,-73.634713,45.561237
42.092405,2024-07-29T22:25:48Z,3.643117,120.693850,1.635884,0.820703,-73.634673,45.561220
42.113836,2024-07-29T22:25:49Z,3.550384,117.832575,1.636191,0.820711,-73.634633,45.561205
42.147008,2024-07-29T22:25:50Z,3.448811,117.962636,1.637099,0.820735,-73.634593,45.561190
42.163761,2024-07-29T22:25:51Z,3.323294,116.103870,1.637150,0.820794,-73.634555,45.561176
42.186376,2024-07-29T22:25:52Z,3.282564,115.401914,1.637154,0.820872,-73.634516,45.561163
42.195869,2024-07-29T22:25:53Z,3.366136,115.249539,1.638040,0.820970,-73.634478,45.561151
42.165556,2024-07-29T22:25:54Z,3.411879,117.027029,1.637997,0.821071,-73.634439,45.561137
42.135239,2024-07-29T22:25:55Z,3.380141,116.384599,1.638015,0.821185,-73.634400,45.561124
42.078301,2024-07-29T22:25:56Z,3.265645,116.040492,1.637115,0.821301,-73.634362,45.561111
42.025126,2024-07-29T22:25:57Z,3.182247,115.833570,1.636769,0.821400,-73.634324,45.561098
41.986601,2024-07-29T22:25:58Z,3.164229,117.180075,1.636343,0.821478,-73.634288,45.561086
41.936009,2024-07-29T22:25:59Z,3.274245,120.325466,1.635717,0.821539,-73.634252,45.561072
41.889709,2024-07-29T22:26:00Z,3.252693,119.954014,1.634044,0.821611,-73.634215,45.561057
41.834208,2024-07-29T22:26:01Z,3.305785,120.099478,1.634133,0.821691,-73.634179,45.561043
41.792139,2024-07-29T22:26:02Z,3.317307,117.537456,1.633238,0.821773,-73.634142,45.561028
41.760706,2024-07-29T22:26:03Z,3.257169,118.619705,1.633441,0.821853,-73.634105,45.561015
41.727458,2024-07-29T22:26:04Z,3.255808,118.068326,1.634441,0.821933,-73.634068,45.561001
41.709578,2024-07-29T22:26:05Z,3.272497,117.534849,1.633981,0.822009,-73.634031,45.560987
41.698303,2024-07-29T22:26:06Z,3.353902,116.037594,1.634592,0.822077,-73.633993,45.560974
41.699200,2024-07-29T22:26:07Z,3.315549,113.843623,1.632947,0.822148,-73.633954,45.560962
41.702004,2024-07-29T22:26:08Z,3.240092,112.951260,1.632390,0.822219,-73.633916,45.560950
41.706351,2024-07-29T22:26:09Z,3.198530,112.149920,1.631375,0.822297,-73.633877,45.560939
41.745056,2024-07-29T22:26:10Z,3.153517,114.501179,1.631440,0.822390,-73.633840,45.560928
41.750977,2024-07-29T22:26:11Z,3.030511,117.053183,1.631415,0.822488,-73.633804,45.560916
41.775146,2024-07-29T22:26:12Z,2.928817,122.180241,1.630824,0.822587,-73.633771,45.560902
41.829698,2024-07-29T22:26:13Z,2.927791,123.032243,1.629443,0.822705,-73.633740,45.560888
41.868043,2024-07-29T22:26:14Z,3.090303,123.551944,1.629378,0.822809,-73.633707,45.560874
41.901623,2024-07-29T22:26:15Z,3.212470,121.515001,1.628527,0.822918,-73.633673,45.560858
41.974946,2024-07-29T22:26:16Z,3.236278,120.980890,1.628648,0.823026,-73.633638,45.560843
42.015366,2024-07-29T22:26:17Z,3.285911,118.254626,1.629458,0.823116,-73.633601,45.560829
42.062849,2024-07-29T22:26:18Z,3.463986,117.374823,1.630103,0.823204,-73.633563,45.560815
42.142500,2024-07-29T22:26:19Z,3.627030,118.182036,1.630785,0.823272,-73.633523,45.560800
42.185724,2024-07-29T22:26:20Z,3.696975,120.743164,1.632032,0.823345,-73.633482,45.560784
42.270450,2024-07-29T22:26:21Z,3.854862,124.225983,1.633473,0.823420,-73.633441,45.560766
42.348805,2024-07-29T22:26:22Z,3.973430,124.174973,1.631857,0.823489,-73.633399,45.560746
42.419191,2024-07-29T22:26:23Z,4.143816,123.420773,1.629951,0.823553,-73.633356,45.560726
42.513753,2024-07-29T22:26:24Z,4.321707,122.699452,1.629020,0.823607,-73.633310,45.560705
42.569906,2024-07-29T22:26:25Z,4.438942,123.531302,1.630208,0.823667,-73.633263,45.560684
42.622905,2024-07-29T22:26:26Z,4.356423,123.204109,1.630671,0.823716,-73.633216,45.560662
42.689677,2024-07-29T22:26:27Z,4.355421,123.348825,1.630580,0.823747,-73.633169,45.560641
42.710631,2024-07-29T22:26:28Z,4.483751,121.660821,1.629899,0.823778,-73.633122,45.560619
42.754369,2024-07-29T22:26:29Z,4.513754,119.926913,1.630352,0.823795,-73.633072,45.560599
42.793316,2024-07-29T22:26:30Z,4.477684,117.987008,1.631947,0.823806,-73.633022,45.560579
42.791206,2024-07-29T22:26:31Z,4.398989,113.482924,1.632083,0.823797,-73.632970,45.560562
42.822639,2024-07-29T22:26:32Z,4.298478,114.006408,1.632560,0.823761,-73.632919,45.560546
42.838995,2024-07-29T22:26:33Z,4.283063,115.226273,1.632732,0.823689,-73.632869,45.560531
42.835219,2024-07-29T22:26:34Z,4.352340,116.498263,1.633955,0.823583,-73.632820,45.560514
42.851010,2024-07-29T22:26:35Z,4.464525,116.850164,1.635704,0.823439,-73.632769,45.560496
42.849515,2024-07-29T22:26:36Z,4.495773,116.481518,1.634739,0.823262,-73.632718,45.560478
42.851570,2024-07-29T22:26:37Z,4.449534,118.527741,1.634581,0.823047,-73.632667,45.560459
42.885411,2024-07-29T22:26:38Z,4.347632,118.294919,1.635664,0.822794,-73.632618,45.560441
42.911929,2024-07-29T22:26:39Z,4.045095,117.860230,1.636580,0.822517,-73.632570,45.560423
42.953373,2024-07-29T22:26:40Z,3.837049,115.978767,1.636545,0.822219,-73.632525,45.560407
42.983119,2024-07-29T22:26:41Z,3.761820,116.012127,1.638907,0.821913,-73.632482,45.560392
42.994347,2024-07-29T22:26:42Z,3.807522,116.755222,1.639457,0.821642,-73.632438,45.560377
43.008404,2024-07-29T22:26:43Z,3.935226,117.377994,1.640247,0.821396,-73.632394,45.560361
43.028262,2024-07-29T22:26:44Z,3.987271,119.113062,1.641040,0.821210,-73.632350,45.560344
43.062770,2024-07-29T22:26:45Z,4.011453,117.792641,1.641575,0.821098,-73.632305,45.560327
43.085847,2024-07-29T22:26:46Z,3.943806,118.770224,1.643664,0.821074,-73.632260,45.560310
43.103049,2024-07-29T22:26:47Z,3.858468,119.873135,1.644515,0.821152,-73.632217,45.560293
43.101820,2024-07-29T22:26:48Z,3.686640,119.033114,1.645830,0.821297,-73.632175,45.560277
43.111549,2024-07-29T22:26:49Z,3.376217,119.701648,1.647756,0.821514,-73.632136,45.560261
43.125426,2024-07-29T22:26:50Z,2.719179,116.340142,1.651527,0.821783,-73.632101,45.560248
43.122780,2024-07-29T22:26:51Z,1.887174,115.577443,1.659125,0.822099,-73.632075,45.560239
43.097868,2024-07-29T22:26:52Z,1.209315,120.123293,1.663766,0.822445,-73.632058,45.560232
43.076758,2024-07-29T22:26:53Z,0.786334,121.660390,1.669078,0.822805,-73.632047,45.560228
43.094048,2024-07-29T22:26:54Z,0.604402,113.122074,1.672250,0.823150,-73.632039,45.560225
43.100241,2024-07-29T22:26:55Z,0.824724,112.723440,1.674557,0.823475,-73.632030,45.560222
43.109447,2024-07-29T22:26:56Z,1.064974,116.602358,1.686190,0.823755,-73.632019,45.560219
43.118108,2024-07-29T22:26:57Z,1.111006,118.158913,1.696270,0.823993,-73.632007,45.560214
43.100887,2024-07-29T22:26:58Z,1.003677,120.108092,1.696903,0.824183,-73.631995,45.560210
43.078418,2024-07-29T22:26:59Z,0.955940,123.373375,1.692469,0.824294,-73.631985,45.560205
43.053827,2024-07-29T22:27:00Z,0.953598,125.627827,1.688633,0.824339,-73.631974,45.560200
43.043399,2024-07-29T22:27:01Z,1.041495,123.465308,1.683715,0.824329,-73.631964,45.560195
43.031465,2024-07-29T22:27:02Z,1.156619,120.333362,1.680285,0.824285,-73.631952,45.560190
43.007283,2024-07-29T22:27:03Z,1.193793,120.120348,1.678576,0.824220,-73.631939,45.560185
42.973277,2024-07-29T22:27:04Z,1.251590,120.098317,1.670628,0.824145,-73.631925,45.560179
42.933830,2024-07-29T22:27:05Z,1.209220,118.404481,1.675080,0.824060,-73.631912,45.560174
42.899186,2024-07-29T22:27:06Z,1.262042,115.517904,1.652547,0.823974,-73.631898,45.560169
42.860779,2024-07-29T22:27:07Z,1.274577,115.060341,1.659295,0.823886,-73.631883,45.560164
42.821550,2024-07-29T22:27:08Z,1.182412,115.440430,1.693582,0.823794,-73.631869,45.560159
42.773977,2024-07-29T22:27:09Z,1.073798,112.519943,1.675018,0.823706,-73.631855,45.560155
42.729219,2024-07-29T22:27:10Z,1.086109,112.731186,1.669952,0.823632,-73.631843,45.560151
42.685064,2024-07-29T22:27:11Z,1.108964,113.583090,1.679442,0.823577,-73.631830,45.560147
42.638159,2024-07-29T22:27:12Z,1.133236,115.798886,1.692528,0.823540,-73.631817,45.560143
42.592054,2024-07-29T22:27:13Z,1.184722,118.927688,1.703456,0.823533,-73.631803,45.560138
42.541160,2024-07-29T22:27:14Z,1.211563,124.580736,1.709056,0.823540,-73.631790,45.560132
42.495008,2024-07-29T22:27:15Z,1.202181,126.809091,1.708169,0.823563,-73.631778,45.560126
42.446741,2024-07-29T22:27:16Z,1.284626,127.041924,1.705230,0.823600,-73.631765,45.560119
42.396459,2024-07-29T22:27:17Z,1.344771,127.214196,1.701909,0.823664,-73.631752,45.560112
42.351852,2024-07-29T22:27:18Z,1.366775,126.914354,1.695715,0.823747,-73.631738,45.560105
42.329436,2024-07-29T22:27:19Z,1.386875,128.487056,1.686967,0.823826,-73.631724,45.560097
42.301859,2024-07-29T22:27:20Z,1.405195,130.905907,1.675712,0.823939,-73.631710,45.560089
42.273714,2024-07-29T22:27:21Z,1.338604,134.370228,1.667261,0.824061,-73.631697,45.560081
42.248134,2024-07-29T22:27:22Z,1.396911,132.181057,1.666854,0.824211,-73.631684,45.560072
42.224467,2024-07-29T22:27:23Z,1.257996,130.936715,1.681159,0.824376,-73.631671,45.560064
42.206803,2024-07-29T22:27:24Z,1.436114,126.181531,1.641778,0.824548,-73.631658,45.560057
42.193901,2024-07-29T22:27:25Z,1.504257,122.185208,1.614826,0.824734,-73.631642,45.560049
42.176619,2024-07-29T22:27:26Z,1.502603,119.113696,1.616338,0.824925,-73.631626,45.560042
42.162220,2024-07-29T22:27:27Z,1.394964,118.246239,1.634695,0.825116,-73.631609,45.560036
42.150795,2024-07-29T22:27:28Z,1.450324,121.138966,1.595706,0.825293,-73.631593,45.560030
42.145347,2024-07-29T22:27:29Z,1.459661,124.059075,1.589055,0.825462,-73.631578,45.560023
42.136160,2024-07-29T22:27:30Z,1.305402,124.369068,1.616466,0.825609,-73.631563,45.560016
42.097423,2024-07-29T22:27:31Z,1.327658,125.210115,1.572405,0.825738,-73.631549,45.560009
42.061888,2024-07-29T22:27:32Z,1.359674,123.543321,1.559120,0.825844,-73.631535,45.560002
42.031094,2024-07-29T22:27:33Z,1.303326,121.404791,1.578080,0.825917,-73.631521,45.559995
41.997075,2024-07-29T22:27:34Z,1.328679,120.138202,1.562864,0.825968,-73.631506,45.559989
41.968908,2024-07-29T22:27:35Z,1.257232,117.235548,1.588531,0.825992,-73.631492,45.559984
41.935173,2024-07-29T22:27:36Z,1.300747,118.675655,1.565367,0.825984,-73.631477,45.559978
41.909868,2024-07-29T22:27:37Z,1.329750,120.548212,1.586639,0.825961,-73.631462,45.559972
41.881727,2024-07-29T22:27:38Z,1.326496,121.423017,1.607106,0.825931,-73.631448,45.559966
41.843900,2024-07-29T22:27:39Z,1.336487,121.392070,1.580977,0.825888,-73.631433,45.559960
41.818280,2024-07-29T22:27:40Z,1.360403,120.541531,1.579504,0.825831,-73.631418,45.559954
