ele,time,extensions/speed,extensions/course,extensions/hAcc,extensions/vAcc,_lon,_lat
49.524178,2024-07-29T22:12:01Z,1.574481,264.195561,1.658338,0.828055,-73.618090,45.559517
49.596199,2024-07-29T22:12:02Z,1.606382,263.402642,1.650913,0.828252,-73.618110,45.559515
49.643905,2024-07-29T22:12:03Z,1.612812,265.057940,1.643124,0.828463,-73.618131,45.559514
49.703936,2024-07-29T22:12:04Z,1.551510,266.531303,1.638753,0.828693,-73.618151,45.559513
49.748131,2024-07-29T22:12:05Z,1.492566,266.461041,1.633778,0.828934,-73.618170,45.559512
49.777319,2024-07-29T22:12:06Z,1.390365,267.229275,1.630859,0.829187,-73.618188,45.559511
49.792026,2024-07-29T22:12:07Z,1.311235,268.180176,1.613635,0.829435,-73.618206,45.559511
49.801572,2024-07-29T22:12:08Z,1.334094,266.436099,1.593905,0.829696,-73.618223,45.559510
49.807842,2024-07-29T22:12:09Z,1.343584,264.300666,1.575736,0.829941,-73.618240,45.559509
49.793857,2024-07-29T22:12:10Z,1.345346,258.868418,1.587363,0.830167,-73.618257,45.559508
49.785955,2024-07-29T22:12:11Z,1.183489,253.225918,1.624451,0.830385,-73.618272,45.559505
49.782035,2024-07-29T22:12:12Z,1.155561,256.959226,1.580400,0.830578,-73.618287,45.559502
49.774020,2024-07-29T22:12:13Z,1.165078,257.168848,1.583454,0.830749,-73.618301,45.559500
49.767731,2024-07-29T22:12:14Z,1.206805,254.593463,1.573807,0.830888,-73.618316,45.559497
49.761248,2024-07-29T22:12:15Z,1.275992,252.660911,1.574316,0.830993,-73.618331,45.559494
49.745206,2024-07-29T22:12:16Z,1.282412,250.652407,1.588151,0.831051,-73.618347,45.559490
49.726083,2024-07-29T22:12:17Z,1.351528,249.692144,1.577708,0.831056,-73.618363,45.559486
49.710441,2024-07-29T22:12:18Z,1.288870,248.226489,1.578714,0.831048,-73.618378,45.559482
49.696242,2024-07-29T22:12:19Z,1.331553,245.812634,1.540170,0.830995,-73.618394,45.559477
49.687913,2024-07-29T22:12:20Z,1.361442,243.987388,1.508635,0.830939,-73.618410,45.559472
49.683271,2024-07-29T22:12:21Z,1.340223,242.994713,1.513432,0.830861,-73.618425,45.559467
49.683395,2024-07-29T22:12:22Z,1.372914,241.402502,1.526133,0.830773,-73.618440,45.559461
49.685778,2024-07-29T22:12:23Z,1.319426,238.870858,1.505751,0.830665,-73.618455,45.559455
49.692358,2024-07-29T22:12:24Z,1.256016,236.080916,1.514554,0.830533,-73.618469,45.559449
49.695573,2024-07-29T22:12:25Z,1.223576,234.299746,1.461383,0.830391,-73.618482,45.559443
49.688493,2024-07-29T22:12:26Z,1.255492,233.609949,1.451735,0.830244,-73.618495,45.559436
49.675243,2024-07-29T22:12:27Z,1.336900,233.126104,1.460886,0.830085,-73.618509,45.559429
49.660379,2024-07-29T22:12:28Z,1.280234,232.442191,1.509887,0.829948,-73.618522,45.559422
49.641991,2024-07-29T22:12:29Z,1.310283,234.479455,1.476654,0.829806,-73.618535,45.559415
49.611875,2024-07-29T22:12:30Z,1.261630,236.532908,1.512002,0.829671,-73.618549,45.559408
49.582191,2024-07-29T22:12:31Z,1.266018,232.424798,1.496899,0.829570,-73.618562,45.559402
49.550760,2024-07-29T22:12:32Z,1.282115,228.828561,1.543139,0.829474,-73.618575,45.559395
49.515123,2024-07-29T22:12:33Z,1.254757,231.895840,1.520529,0.829409,-73.618587,45.559387
49.482393,2024-07-29T22:12:34Z,1.281944,234.011986,1.532649,0.829363,-73.618600,45.559380
49.450691,2024-07-29T22:12:35Z,1.317728,234.049828,1.569383,0.829321,-73.618614,45.559374
49.420726,2024-07-29T22:12:36Z,1.327804,233.444787,1.598985,0.829317,-73.618627,45.559366
49.400637,2024-07-29T22:12:37Z,1.319377,230.926295,1.615563,0.829317,-73.618641,45.559359
49.375888,2024-07-29T22:12:38Z,1.306359,227.945348,1.621574,0.829352,-73.618653,45.559352
49.345073,2024-07-29T22:12:39Z,1.315667,226.099188,1.605557,0.829416,-73.618666,45.559343
49.330820,2024-07-29T22:12:40Z,1.328497,226.140677,1.595084,0.829481,-73.618678,45.559335
49.325480,2024-07-29T22:12:41Z,1.286194,226.356798,1.595116,0.829556,-73.618690,45.559327
49.313805,2024-07-29T22:12:42Z,1.299691,225.708649,1.572223,0.829655,-73.618702,45.559319
49.313230,2024-07-29T22:12:43Z,1.271207,225.555380,1.572361,0.829755,-73.618714,45.559311
49.317625,2024-07-29T22:12:44Z,1.298165,224.911779,1.539840,0.829855,-73.618726,45.559302
49.322531,2024-07-29T22:12:45Z,1.365920,224.415346,1.518170,0.829979,-73.618739,45.559293
49.308763,2024-07-29T22:12:46Z,1.333698,225.629437,1.535984,0.830087,-73.618752,45.559284
49.304598,2024-07-29T22:12:47Z,1.454151,227.106959,1.507643,0.830210,-73.618766,45.559275
49.274278,2024-07-29T22:12:48Z,1.439925,229.168362,1.537264,0.830301,-73.618781,45.559265
49.268545,2024-07-29T22:12:49Z,1.615515,228.392553,1.519349,0.830366,-73.618797,45.559256
49.232703,2024-07-29T22:12:50Z,1.978161,229.451611,1.468728,0.830413,-73.618815,45.559245
49.214065,2024-07-29T22:12:51Z,2.223040,230.434602,1.456912,0.830438,-73.618836,45.559232
49.175060,2024-07-29T22:12:52Z,2.016829,232.764503,1.487606,0.830438,-73.618858,45.559220
49.163948,2024-07-29T22:12:53Z,1.970471,230.694833,1.501126,0.830421,-73.618878,45.559208
49.112383,2024-07-29T22:12:54Z,2.440686,229.508845,1.488107,0.830376,-73.618900,45.559195
49.087650,2024-07-29T22:12:55Z,1.937616,230.347418,1.514320,0.830309,-73.618921,45.559182
49.050093,2024-07-29T22:12:56Z,3.113083,229.208899,1.492553,0.830220,-73.618946,45.559167
49.011796,2024-07-29T22:12:57Z,2.722302,229.675669,1.522179,0.830111,-73.618974,45.559150
48.970738,2024-07-29T22:12:58Z,4.131405,229.485239,1.517140,0.829986,-73.619008,45.559130
48.919882,2024-07-29T22:12:59Z,4.552736,227.622087,1.533976,0.829860,-73.619049,45.559104
48.866547,2024-07-29T22:13:00Z,4.376310,227.435096,1.558133,0.829768,-73.619092,45.559077
48.816476,2024-07-29T22:13:01Z,4.102587,225.475692,1.575590,0.829691,-73.619131,45.559051
48.756659,2024-07-29T22:13:02Z,3.839480,223.193347,1.589908,0.829624,-73.619167,45.559025
48.689583,2024-07-29T22:13:03Z,3.625207,222.948828,1.594427,0.829577,-73.619199,45.559001
48.592158,2024-07-29T22:13:04Z,3.567769,223.052868,1.591152,0.829544,-73.619231,45.558977
48.525605,2024-07-29T22:13:05Z,3.455362,224.325622,1.588064,0.829523,-73.619262,45.558954
48.412357,2024-07-29T22:13:06Z,3.490683,226.332811,1.589121,0.829506,-73.619294,45.558932
48.339562,2024-07-29T22:13:07Z,3.474057,228.167990,1.586619,0.829490,-73.619327,45.558911
48.228154,2024-07-29T22:13:08Z,3.460481,230.941071,1.586946,0.829484,-73.619361,45.558891
48.122451,2024-07-29T22:13:09Z,3.325307,233.193691,1.590247,0.829473,-73.619395,45.558872
48.011875,2024-07-29T22:13:10Z,3.333732,236.602375,1.593761,0.829438,-73.619430,45.558855
47.871279,2024-07-29T22:13:11Z,3.287062,240.102214,1.596216,0.829386,-73.619466,45.558840
47.753038,2024-07-29T22:13:11Z,3.393691,244.656790,1.597796,0.829318,-73.619504,45.558826
47.613584,2024-07-29T22:13:13Z,3.401858,250.781158,1.602698,0.829254,-73.619544,45.558814
47.502228,2024-07-29T22:13:14Z,3.439410,258.427905,1.606335,0.829184,-73.619587,45.558806
47.357683,2024-07-29T22:13:15Z,3.427230,267.190024,1.609391,0.829098,-73.619630,45.558803
47.244237,2024-07-29T22:13:16Z,3.558952,273.381057,1.612231,0.829002,-73.619675,45.558803
47.112042,2024-07-29T22:13:17Z,3.585664,273.930558,1.616334,0.828896,-73.619720,45.558805
46.973718,2024-07-29T22:13:18Z,3.655307,273.547303,1.619756,0.828790,-73.619767,45.558807
46.843802,2024-07-29T22:13:19Z,3.562047,273.535141,1.620832,0.828683,-73.619813,45.558809
46.712115,2024-07-29T22:13:20Z,3.523668,277.122192,1.621428,0.828584,-73.619858,45.558812
46.604137,2024-07-29T22:13:21Z,3.399720,280.103509,1.621794,0.828493,-73.619902,45.558817
46.456016,2024-07-29T22:13:22Z,3.370427,280.400766,1.621828,0.828413,-73.619945,45.558823
46.350650,2024-07-29T22:13:23Z,3.267735,279.483537,1.621499,0.828342,-73.619987,45.558828
46.229173,2024-07-29T22:13:24Z,3.303431,280.151499,1.623921,0.828293,-73.620028,45.558833
46.126384,2024-07-29T22:13:25Z,3.307328,280.246623,1.623078,0.828251,-73.620070,45.558838
46.004109,2024-07-29T22:13:26Z,3.385830,279.605230,1.621949,0.828214,-73.620112,45.558844
45.889971,2024-07-29T22:13:27Z,3.377452,279.297984,1.621587,0.828177,-73.620155,45.558849
45.777398,2024-07-29T22:13:28Z,3.453433,277.928781,1.623115,0.828147,-73.620198,45.558853
45.668512,2024-07-29T22:13:29Z,3.434149,278.837455,1.623894,0.828153,-73.620242,45.558858
45.565092,2024-07-29T22:13:30Z,3.430717,280.471286,1.624006,0.828172,-73.620285,45.558864
45.472301,2024-07-29T22:13:31Z,3.340418,280.569586,1.623423,0.828198,-73.620327,45.558869
45.364094,2024-07-29T22:13:32Z,3.282240,279.760983,1.622784,0.828230,-73.620369,45.558875
45.273132,2024-07-29T22:13:33Z,3.200292,277.962699,1.623527,0.828268,-73.620410,45.558879
45.171167,2024-07-29T22:13:34Z,3.225936,276.931360,1.624608,0.828301,-73.620451,45.558883
45.117387,2024-07-29T22:13:35Z,3.254839,277.251511,1.624637,0.828336,-73.620492,45.558887
45.057643,2024-07-29T22:13:36Z,3.365849,279.404606,1.623661,0.828366,-73.620534,45.558891
45.029748,2024-07-29T22:13:37Z,3.388577,282.487268,1.623131,0.828391,-73.620576,45.558897
44.986695,2024-07-29T22:13:38Z,3.425618,284.532308,1.624521,0.828402,-73.620619,45.558904
44.946929,2024-07-29T22:13:39Z,3.349612,284.627649,1.624597,0.828402,-73.620661,45.558912
44.918374,2024-07-29T22:13:40Z,3.331589,284.444576,1.623541,0.828376,-73.620702,45.558919
44.899451,2024-07-29T22:13:41Z,3.242509,284.547522,1.624099,0.828330,-73.620743,45.558927
44.927406,2024-07-29T22:13:42Z,3.231146,282.555786,1.624080,0.828251,-73.620784,45.558933
44.975094,2024-07-29T22:13:43Z,3.165817,280.291203,1.624457,0.828187,-73.620824,45.558939
45.047986,2024-07-29T22:13:44Z,3.238664,280.669632,1.624355,0.828097,-73.620864,45.558944
45.082629,2024-07-29T22:13:45Z,3.230086,279.734901,1.626128,0.827994,-73.620905,45.558950
45.097388,2024-07-29T22:13:46Z,3.321520,278.411487,1.625322,0.827890,-73.620947,45.558955
45.145285,2024-07-29T22:13:47Z,3.350644,278.529218,1.625507,0.827785,-73.620989,45.558959
45.129049,2024-07-29T22:13:48Z,3.475446,279.687723,1.624768,0.827691,-73.621033,45.558964
45.126427,2024-07-29T22:13:49Z,3.584653,278.339534,1.623983,0.827609,-73.621077,45.558969
45.102972,2024-07-29T22:13:50Z,3.842878,277.293568,1.623857,0.827549,-73.621125,45.558974
45.068757,2024-07-29T22:13:51Z,4.146342,277.169767,1.625045,0.827502,-73.621176,45.558978
45.055214,2024-07-29T22:13:52Z,4.711606,275.908068,1.625489,0.827473,-73.621232,45.558983
44.985507,2024-07-29T22:13:53Z,5.158807,276.854220,1.623710,0.827453,-73.621295,45.558987
44.929365,2024-07-29T22:13:54Z,5.438595,277.453251,1.622728,0.827438,-73.621362,45.558993
44.839812,2024-07-29T22:13:55Z,5.411597,279.123283,1.622648,0.827424,-73.621431,45.559000
44.733866,2024-07-29T22:13:56Z,5.333816,278.884136,1.624348,0.827413,-73.621499,45.559008
44.647825,2024-07-29T22:13:57Z,5.190199,273.923874,1.625911,0.827408,-73.621566,45.559013
44.584873,2024-07-29T22:13:58Z,5.045365,271.071901,1.625429,0.827442,-73.621631,45.559014
44.490961,2024-07-29T22:13:59Z,4.970924,268.630521,1.626006,0.827503,-73.621695,45.559014
44.463611,2024-07-29T22:14:00Z,4.808045,265.754245,1.627294,0.827587,-73.621757,45.559012
44.402675,2024-07-29T22:14:01Z,4.883517,260.678506,1.628014,0.827682,-73.621819,45.559007
44.383354,2024-07-29T22:14:02Z,4.975036,257.940350,1.627369,0.827799,-73.621881,45.558998
44.398862,2024-07-29T22:14:03Z,5.079491,254.202779,1.625592,0.827934,-73.621943,45.558987
44.410099,2024-07-29T22:14:04Z,4.942139,250.039005,1.624357,0.828095,-73.622004,45.558973
44.467701,2024-07-29T22:14:05Z,4.851099,245.690754,1.620966,0.828273,-73.622062,45.558957
44.495070,2024-07-29T22:14:06Z,4.709446,240.938400,1.618571,0.828467,-73.622116,45.558938
44.572324,2024-07-29T22:14:07Z,4.691752,234.674694,1.615971,0.828671,-73.622167,45.558915
44.629012,2024-07-29T22:14:08Z,4.629715,230.606915,1.612280,0.828881,-73.622214,45.558890
44.712051,2024-07-29T22:14:09Z,4.528079,227.378173,1.610196,0.829073,-73.622258,45.558863
44.792598,2024-07-29T22:14:10Z,4.396987,224.701925,1.606702,0.829237,-73.622299,45.558835
44.837474,2024-07-29T22:14:11Z,4.361148,222.778599,1.601927,0.829379,-73.622337,45.558806
44.911101,2024-07-29T22:14:12Z,4.263893,223.051042,1.598623,0.829489,-73.622375,45.558778
44.973064,2024-07-29T22:14:13Z,4.022006,222.353451,1.597447,0.829562,-73.622410,45.558751
45.030938,2024-07-29T22:14:14Z,3.852173,220.453382,1.596075,0.829606,-73.622443,45.558724
45.074482,2024-07-29T22:14:15Z,3.741601,216.435469,1.593198,0.829630,-73.622473,45.558697
45.083822,2024-07-29T22:14:16Z,3.873716,211.579376,1.592842,0.829624,-73.622500,45.558669
45.110954,2024-07-29T22:14:17Z,3.867011,207.962824,1.592509,0.829583,-73.622524,45.558639
45.134839,2024-07-29T22:14:18Z,3.795962,206.496784,1.591238,0.829517,-73.622546,45.558609
45.143859,2024-07-29T22:14:19Z,3.426340,205.676123,1.587420,0.829446,-73.622567,45.558579
45.139831,2024-07-29T22:14:20Z,3.157281,202.515108,1.587111,0.829364,-73.622584,45.558552
45.135034,2024-07-29T22:14:21Z,2.910626,197.129887,1.591008,0.829283,-73.622597,45.558527
45.140243,2024-07-29T22:14:22Z,2.857492,191.137645,1.593513,0.829187,-73.622605,45.558502
45.151526,2024-07-29T22:14:23Z,2.579423,190.191388,1.593721,0.829089,-73.622612,45.558478
45.161214,2024-07-29T22:14:24Z,2.217925,189.098885,1.603815,0.829001,-73.622617,45.558457
45.161991,2024-07-29T22:14:25Z,1.706850,189.604619,1.614504,0.828925,-73.622621,45.558439
45.164498,2024-07-29T22:14:26Z,1.201203,178.550013,1.608042,0.828863,-73.622622,45.558426
45.170676,2024-07-29T22:14:27Z,1.078694,170.544607,1.603968,0.828832,-73.622621,45.558416
45.179673,2024-07-29T22:14:28Z,1.284333,172.756501,1.609617,0.828818,-73.622619,45.558406
45.182032,2024-07-29T22:14:29Z,1.518221,177.025078,1.620221,0.828825,-73.622617,45.558394
45.179622,2024-07-29T22:14:30Z,1.564580,178.388377,1.622411,0.828875,-73.622616,45.558380
45.177904,2024-07-29T22:14:31Z,1.572117,177.015633,1.621068,0.828942,-73.622616,45.558366
45.183655,2024-07-29T22:14:32Z,1.624661,176.965135,1.614685,0.829002,-73.622614,45.558352
45.188057,2024-07-29T22:14:33Z,1.594006,177.568616,1.608745,0.829101,-73.622613,45.558337
45.193639,2024-07-29T22:14:34Z,1.570850,179.278898,1.604793,0.829208,-73.622613,45.558323
45.193640,2024-07-29T22:14:35Z,1.529633,182.546915,1.597757,0.829331,-73.622613,45.558309
45.205698,2024-07-29T22:14:36Z,1.448130,185.301977,1.586985,0.829432,-73.622614,45.558296
45.224143,2024-07-29T22:14:37Z,1.428117,187.337361,1.575147,0.829552,-73.622616,45.558283
45.248679,2024-07-29T22:14:38Z,1.438606,188.926734,1.560334,0.829654,-73.622619,45.558270
45.277666,2024-07-29T22:14:39Z,1.365764,188.769020,1.555363,0.829735,-73.622621,45.558258
45.308874,2024-07-29T22:14:40Z,1.226420,187.710877,1.568717,0.829809,-73.622624,45.558246
45.346467,2024-07-29T22:14:41Z,1.202892,186.830812,1.534221,0.829862,-73.622626,45.558235
45.386952,2024-07-29T22:14:42Z,1.243534,187.323622,1.520407,0.829924,-73.622628,45.558224
45.433540,2024-07-29T22:14:43Z,1.259965,187.637643,1.551570,0.829938,-73.622630,45.558213
45.493059,2024-07-29T22:14:44Z,1.310634,187.530934,1.529114,0.829963,-73.622632,45.558202
45.558990,2024-07-29T22:14:45Z,1.341859,187.328180,1.515734,0.829951,-73.622634,45.558190
45.628862,2024-07-29T22:14:46Z,1.378244,185.012797,1.514653,0.829960,-73.622636,45.558178
45.702997,2024-07-29T22:14:47Z,1.314889,184.301343,1.542130,0.829937,-73.622637,45.558165
45.782643,2024-07-29T22:14:48Z,1.328519,185.199635,1.521327,0.829928,-73.622639,45.558154
45.870171,2024-07-29T22:14:49Z,1.356871,185.810884,1.499417,0.829883,-73.622640,45.558141
45.959559,2024-07-29T22:14:50Z,1.419326,185.034400,1.484843,0.829858,-73.622642,45.558129
46.049484,2024-07-29T22:14:51Z,1.428908,185.856990,1.479815,0.829821,-73.622643,45.558116
46.129241,2024-07-29T22:14:52Z,1.320491,186.582028,1.509433,0.829795,-73.622645,45.558104
46.203512,2024-07-29T22:14:53Z,1.407715,185.064520,1.460353,0.829742,-73.622647,45.558091
46.276649,2024-07-29T22:14:54Z,1.340989,183.857488,1.471398,0.829665,-73.622648,45.558079
46.349624,2024-07-29T22:14:55Z,1.435031,183.612451,1.432613,0.829630,-73.622650,45.558066
46.422999,2024-07-29T22:14:56Z,1.361741,185.852985,1.449903,0.829568,-73.622651,45.558054
46.493887,2024-07-29T22:14:57Z,1.451184,185.774978,1.422861,0.829522,-73.622653,45.558041
46.557317,2024-07-29T22:14:58Z,1.326780,188.302749,1.457334,0.829455,-73.622655,45.558029
46.614808,2024-07-29T22:14:59Z,1.430115,187.805336,1.427716,0.829414,-73.622657,45.558016
46.661226,2024-07-29T22:15:00Z,1.324796,187.625024,1.467058,0.829346,-73.622660,45.558004
46.693851,2024-07-29T22:15:01Z,1.420142,186.784471,1.449226,0.829308,-73.622662,45.557991
46.708144,2024-07-29T22:15:02Z,1.357927,186.308944,1.476018,0.829266,-73.622664,45.557979
46.713487,2024-07-29T22:15:03Z,1.458197,185.601160,1.440329,0.829203,-73.622666,45.557966
46.706429,2024-07-29T22:15:04Z,1.494924,185.434160,1.442895,0.829196,-73.622668,45.557953
46.694999,2024-07-29T22:15:05Z,1.408578,185.446043,1.475774,0.829169,-73.622670,45.557940
46.688917,2024-07-29T22:15:06Z,1.452105,185.862066,1.461135,0.829187,-73.622672,45.557927
46.668727,2024-07-29T22:15:07Z,1.335470,185.199385,1.489917,0.829205,-73.622674,45.557915
46.650396,2024-07-29T22:15:08Z,1.451411,184.987633,1.446910,0.829258,-73.622675,45.557902
46.629010,2024-07-29T22:15:09Z,1.346008,183.667878,1.468942,0.829281,-73.622677,45.557889
46.609196,2024-07-29T22:15:10Z,1.452154,187.093137,1.442724,0.829341,-73.622679,45.557877
46.591060,2024-07-29T22:15:11Z,1.313652,186.836829,1.483380,0.829406,-73.622681,45.557864
46.560938,2024-07-29T22:15:12Z,1.428402,190.299611,1.431236,0.829473,-73.622684,45.557852
46.550396,2024-07-29T22:15:13Z,1.503319,190.974490,1.421573,0.829562,-73.622687,45.557838
46.528746,2024-07-29T22:15:14Z,1.406562,189.157792,1.459375,0.829652,-73.622691,45.557825
46.517468,2024-07-29T22:15:15Z,1.559530,188.269894,1.426279,0.829777,-73.622694,45.557811
46.510064,2024-07-29T22:15:16Z,1.448090,187.191350,1.446179,0.829926,-73.622696,45.557797
46.495016,2024-07-29T22:15:17Z,1.646176,189.066610,1.420908,0.830094,-73.622699,45.557782
46.462278,2024-07-29T22:15:18Z,1.458208,189.451253,1.445016,0.830278,-73.622702,45.557767
46.427765,2024-07-29T22:15:19Z,1.844081,189.449791,1.393336,0.830461,-73.622706,45.557751
46.392562,2024-07-29T22:15:20Z,1.713332,189.084698,1.414484,0.830612,-73.622710,45.557734
46.366185,2024-07-29T22:15:21Z,1.760964,191.953280,1.419305,0.830752,-73.622714,45.557718
46.329092,2024-07-29T22:15:22Z,2.077950,192.174609,1.391526,0.830877,-73.622719,45.557700
46.288214,2024-07-29T22:15:23Z,1.818765,191.355726,1.419406,0.830976,-73.622724,45.557682
46.235746,2024-07-29T22:15:24Z,2.688995,190.050207,1.389552,0.831053,-73.622729,45.557662
46.178398,2024-07-29T22:15:25Z,2.279431,189.330325,1.411831,0.831086,-73.622734,45.557640
46.109426,2024-07-29T22:15:26Z,2.119031,185.467139,1.434119,0.831108,-73.622738,45.557620
46.025012,2024-07-29T22:15:27Z,1.935197,188.588731,1.455841,0.831094,-73.622741,45.557602
45.942384,2024-07-29T22:15:28Z,2.262444,187.164044,1.462770,0.831041,-73.622745,45.557583
45.840384,2024-07-29T22:15:29Z,3.349166,188.399710,1.456048,0.830958,-73.622749,45.557558
45.750929,2024-07-29T22:15:30Z,4.283792,187.409213,1.479069,0.830860,-73.622756,45.557524
45.667830,2024-07-29T22:15:31Z,4.306706,186.778770,1.518506,0.830759,-73.622763,45.557485
45.579518,2024-07-29T22:15:32Z,4.208726,185.480446,1.550211,0.830665,-73.622769,45.557447
45.507037,2024-07-29T22:15:33Z,3.946706,186.909780,1.571392,0.830587,-73.622774,45.557410
45.419083,2024-07-29T22:15:34Z,3.776340,187.690716,1.581526,0.830538,-73.622781,45.557376
45.361296,2024-07-29T22:15:35Z,3.593721,188.690293,1.583217,0.830513,-73.622788,45.557343
45.296510,2024-07-29T22:15:36Z,3.467262,188.984005,1.585224,0.830507,-73.622794,45.557312
45.249885,2024-07-29T22:15:37Z,3.364084,189.736498,1.584892,0.830507,-73.622802,45.557281
45.200342,2024-07-29T22:15:38Z,3.412246,190.233770,1.582408,0.830510,-73.622809,45.557251
45.160326,2024-07-29T22:15:39Z,3.500899,191.255003,1.581532,0.830504,-73.622817,45.557221
45.131361,2024-07-29T22:15:40Z,3.491228,192.458028,1.582014,0.830485,-73.622826,45.557190
45.109676,2024-07-29T22:15:41Z,3.491603,193.611544,1.582439,0.830454,-73.622837,45.557159
45.109825,2024-07-29T22:15:42Z,3.501353,194.303541,1.581338,0.830421,-73.622847,45.557129
45.104499,2024-07-29T22:15:43Z,3.475363,197.510651,1.581827,0.830380,-73.622859,45.557098
45.123690,2024-07-29T22:15:44Z,3.379635,199.747894,1.583716,0.830332,-73.622873,45.557069
45.137154,2024-07-29T22:15:45Z,3.303787,204.776922,1.583538,0.830274,-73.622889,45.557041
45.161471,2024-07-29T22:15:46Z,3.284577,206.491310,1.582062,0.830208,-73.622907,45.557014
45.190919,2024-07-29T22:15:47Z,3.250246,207.146034,1.581773,0.830132,-73.622926,45.556988
45.228765,2024-07-29T22:15:48Z,3.150630,207.267818,1.582420,0.830041,-73.622945,45.556962
45.268998,2024-07-29T22:15:49Z,3.068822,209.785859,1.581283,0.829926,-73.622964,45.556938
45.312209,2024-07-29T22:15:50Z,3.118295,210.261576,1.580564,0.829802,-73.622984,45.556914
45.355954,2024-07-29T22:15:51Z,3.179924,209.926724,1.582454,0.829671,-73.623004,45.556889
45.400635,2024-07-29T22:15:52Z,3.273270,207.826341,1.580701,0.829542,-73.623024,45.556864
45.447595,2024-07-29T22:15:53Z,3.145533,208.008546,1.580724,0.829404,-73.623043,45.556838
45.491742,2024-07-29T22:15:54Z,3.062849,210.190140,1.581417,0.829259,-73.623063,45.556814
45.527092,2024-07-29T22:15:55Z,2.942132,210.849771,1.580931,0.829150,-73.623083,45.556791
45.542775,2024-07-29T22:15:56Z,2.966312,209.075149,1.581323,0.829050,-73.623102,45.556768
45.562075,2024-07-29T22:15:57Z,2.987733,210.409482,1.583026,0.828956,-73.623121,45.556745
45.557148,2024-07-29T22:15:58Z,3.025016,215.371883,1.585876,0.828876,-73.623142,45.556722
45.567517,2024-07-29T22:15:59Z,3.029864,221.241687,1.587893,0.828809,-73.623166,45.556701
45.547543,2024-07-29T22:16:00Z,3.125476,224.033823,1.587456,0.828763,-73.623192,45.556680
45.548774,2024-07-29T22:16:01Z,3.141017,226.907280,1.589946,0.828732,-73.623221,45.556661
45.504966,2024-07-29T22:16:02Z,3.135871,229.994303,1.595889,0.828707,-73.623251,45.556642
45.498420,2024-07-29T22:16:03Z,3.145906,235.800719,1.597416,0.828651,-73.623283,45.556625
45.460636,2024-07-29T22:16:04Z,3.175037,240.911723,1.598192,0.828583,-73.623318,45.556611
45.459609,2024-07-29T22:16:05Z,3.086986,245.253488,1.600400,0.828495,-73.623353,45.556598
45.452603,2024-07-29T22:16:06Z,3.015944,245.220182,1.604618,0.828379,-73.623389,45.556587
45.445256,2024-07-29T22:16:07Z,2.992223,247.889265,1.606731,0.828229,-73.623424,45.556576
45.424871,2024-07-29T22:16:08Z,2.967862,252.969305,1.610947,0.828035,-73.623460,45.556567
45.386811,2024-07-29T22:16:09Z,2.996257,261.135952,1.614243,0.827791,-73.623498,45.556561
45.355563,2024-07-29T22:16:10Z,3.054006,266.837767,1.616865,0.827514,-73.623536,45.556558
45.313475,2024-07-29T22:16:11Z,3.113355,273.343781,1.618578,0.827215,-73.623576,45.556559
45.270594,2024-07-29T22:16:12Z,3.134206,277.150710,1.621910,0.826904,-73.623616,45.556561
45.208672,2024-07-29T22:16:13Z,3.182856,279.706159,1.626244,0.826593,-73.623656,45.556566
45.159064,2024-07-29T22:16:14Z,3.336310,284.719686,1.628413,0.826299,-73.623696,45.556572
45.080990,2024-07-29T22:16:15Z,3.451208,290.913373,1.630645,0.826048,-73.623738,45.556581
45.028848,2024-07-29T22:16:16Z,3.618078,293.849812,1.630979,0.825821,-73.623780,45.556593
44.967112,2024-07-29T22:16:17Z,3.696964,294.681181,1.631304,0.825630,-73.623822,45.556607
44.906592,2024-07-29T22:16:18Z,3.684493,294.344824,1.631768,0.825454,-73.623866,45.556621
44.865636,2024-07-29T22:16:19Z,3.601870,294.665624,1.631354,0.825313,-73.623908,45.556634
44.814748,2024-07-29T22:16:20Z,3.500115,294.241971,1.631295,0.825175,-73.623950,45.556647
44.783088,2024-07-29T22:16:21Z,3.439579,297.569836,1.630255,0.825046,-73.623990,45.556661
44.741342,2024-07-29T22:16:22Z,3.377073,300.415812,1.630452,0.824924,-73.624028,45.556676
44.727489,2024-07-29T22:16:23Z,3.336169,301.321505,1.631913,0.824817,-73.624065,45.556691
44.750141,2024-07-29T22:16:24Z,3.380271,298.579658,1.631335,0.824749,-73.624102,45.556706
44.767925,2024-07-29T22:16:25Z,3.421926,297.379425,1.630762,0.824697,-73.624140,45.556721
44.809492,2024-07-29T22:16:26Z,3.424976,296.820569,1.630524,0.824646,-73.624180,45.556735
44.872484,2024-07-29T22:16:27Z,3.379511,296.783717,1.630712,0.824595,-73.624219,45.556749
44.921152,2024-07-29T22:16:28Z,3.325126,295.740346,1.631004,0.824540,-73.624257,45.556762
45.019692,2024-07-29T22:16:29Z,3.303155,295.917734,1.631994,0.824492,-73.624296,45.556775
45.050178,2024-07-29T22:16:30Z,3.270651,294.633121,1.627486,0.824438,-73.624334,45.556787
45.147753,2024-07-29T22:16:31Z,3.255508,297.889590,1.624319,0.824386,-73.624372,45.556801
45.210752,2024-07-29T22:16:32Z,3.227079,301.445759,1.623885,0.824325,-73.624408,45.556815
45.264224,2024-07-29T22:16:33Z,3.222883,307.133795,1.623964,0.824258,-73.624442,45.556831
